url,state
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKLZHQA4,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gJqpaQAC,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKkFDQA0,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKiJWQA0,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKLzuQAG,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKDYRQA4,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKTgkQAG,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001shQ9tQAE,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKch8QAC,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKgMoQAK,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gJzoVQAS,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKeVsQAK,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKLZUQA4,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKcUpQAK,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKESiQAO,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKMBfQAO,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKhwoQAC,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKix6QAC,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKnM3QAK,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKZHbQAO,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKiJSQA0,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKiwwQAC,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKYhFQAW,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gK9NmQAK,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W000022Aew3QAC,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKO1fQAG,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKcYOQA0,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gJuNVQA0,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKDtZQAW,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKg8tQAC,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gJuNaQAK,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gJtqIQAS,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gJuJnQAK,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W000027hwK8QAI,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKk6RQAS,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKWRiQAO,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKDmCQAW,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKZOLQA4,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKjtWQAS,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKi1yQAC,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKVMXQA4,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKVJhQAO,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gJzn2QAC,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gJrYhQAK,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKcT0QAK,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKVLSQA4,California
https://aossm.secure.nonprofitsoapbox.com/find-a-doctor/record/0018W00001gKKfcQAG,California
